PLAYER,LOCATION,Latitude,Longitude,DISTANCE (miles),COMBINE,Local Ties,TOURNAMENT LOCATION,Latitude Tournament,Longitude Tournament,TYPE
Ewen Ferguson,"Glasgow, Scotland",55.8642° N,4.2518° W,1738.831347,Ewen FergusonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Carson Young,"Greenville, South Carolina",34.8526° N,82.3940° W,262.3907378,Carson YoungNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Haotong Li,"Shanghai, China",31.2304° N,121.4737° E,3556.625352,Haotong LiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Mac Meissner,"San Antonio, Texas",29.4241° N,98.4936° W,619.8079488,Mac MeissnerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Takumi Kanaya,"Tokyo, Japan",35.6762° N,139.6503° E,3201.644467,Takumi KanayaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brooks Koepka,"West Palm Beach, Florida",26.7153° N,80.0534° W,549.6557651,Brooks KoepkaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
K.H. Lee,"Seoul, South Korea",37.5665° N,126.9780° E,3297.267117,K.H. LeeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Alejandro Del Rey,"Madrid, Spain",40.4168° N,3.7038° W,1978.791002,Alejandro Del ReyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chandler Phillips,"Huntsville, Texas",30.7235° N,95.5508° W,530.1090873,Chandler PhillipsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ben Silverman,"Palm Beach Gardens, Florida",26.8234° N,80.1387° W,545.5836831,Ben SilvermanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Johnny Keefer,"Waco, Texas",31.5493° N,97.1467° W,537.9593312,Johnny KeeferNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Greyson Sigg,"Augusta, Georgia",33.4735° N,82.0105° W,310.7740371,Greyson SiggNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Daniel van Tonder,"Boksburg, South Africa",,,,Daniel van TonderNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
David Lipsky,"La Cañada Flintridge, California",34.1992° N,118.1879° W,984.1578694,David LipskyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chan Kim,"Suwon, South Korea",,,,Chan KimNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Pierceson Coody,"Plano, Texas",33.0198° N,96.6989° W,491.9894817,Pierceson CoodyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
S.H. Kim,"Seoul, South Korea",37.5665° N,126.9780° E,3297.267117,S.H. KimNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Rikuya Hoshino,"Ibaraki, Japan",36.3418° N,140.4468° E,3170.553065,Rikuya HoshinoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Sami Valimaki,"Nokia, Finland",61.4800° N,23.5010° E,2091.228169,Sami ValimakiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Joe Highsmith,"Tacoma, Washington",47.2529° N,122.4443° W,966.9208946,Joe HighsmithNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Steven Fisk,"Columbus, Georgia",32.4609° N,84.9877° W,348.0145081,Steven FiskNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Adrian Meronk,"Warsaw, Poland",52.2297° N,21.0122° E,2245.051366,Adrian MeronkNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Harry Higgs,"Overland Park, Kansas",38.9822° N,94.6708° W,324.5788823,Harry HiggsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Gary Woodland,"Topeka, Kansas",39.0473° N,95.6752° W,348.2091567,Gary WoodlandNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Frederic LaCroix,"Quebec City, Quebec",46.8139° N,71.2080° W,329.464461,Frederic LaCroixNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Tim Widing,"Stockholm, Sweden",59.3293° N,18.0686° E,2056.403992,Tim WidingNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Dan Bradbury,"Lincoln, England",53.2307° N,0.5403° W,1841.816991,Dan BradburyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Angel Ayora,"Madrid, Spain",40.4168° N,3.7038° W,1978.791002,Angel AyoraNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Isaiah Salinda,"South San Francisco, California",37.6547° N,122.4077° W,1042.485295,Isaiah SalindaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Rafael Campos,"San Juan, Puerto Rico",18.4655° N,66.1057° W,966.4325132,Rafael CamposNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Zac Blair,"Ogden, Utah",41.2230° N,111.9738° W,740.2438208,Zac BlairNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Joel Dahmen,"Clarkston, Washington",46.4163° N,117.0452° W,841.5393003,Joel DahmenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
David Ravetto,"Paris, France",48.8566° N,2.3522° E,1965.174277,David RavettoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Sam Bairstow,"Newcastle upon Tyne, England",54.9783° N,1.6178° W,1798.008045,Sam BairstowNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Alex Fitzpatrick,"Sheffield, England",53.3811° N,1.4701° W,1822.156769,Alex FitzpatrickNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Angel Hidalgo Jordan,"Malaga, Spain",36.7202° N,4.4213° W,2028.513149,Angel Hidalgo JordanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
William Mouw,"Chino, California",34.0122° N,117.6889° W,974.4665874,William MouwNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brice Garnett,"Gallatin, Missouri",39.9145° N,93.9622° W,294.6079957,Brice GarnettNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ryan Gerard,"Raleigh, North Carolina",35.7796° N,78.6382° W,259.1376517,Ryan GerardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Alejandro Tosti,"Rosario, Argentina",32.9587° S,60.6930° W,2699.643069,Alejandro TostiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Kris Ventura,"Moss, Norway",,,,Kris VenturaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Yuta Sugiura,"Tokyo, Japan",35.6762° N,139.6503° E,3201.644467,Yuta SugiuraNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Nacho Elvira,"Madrid, Spain",40.4168° N,3.7038° W,1978.791002,Nacho ElviraNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Sam Ryder,"Winter Park, Florida",28.6000° N,81.3392° W,480.2614817,Sam RyderNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Taylor Dickson,"Johannesburg, South Africa",26.2041° S,28.0473° E,4231.577683,Taylor DicksonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Alexander Björk,"Växjö, Sweden",56.8790° N,14.8059° E,2051.349674,Alexander BjörkNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
David Micheluzzi,"Melbourne, Australia",37.8136° S,144.9631° E,4955.121986,David MicheluzziNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Henrik Norlander,"Stockholm, Sweden",59.3293° N,18.0686° E,2056.403992,Henrik NorlanderNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Michael Thorbjornsen,"Wellesley, Massachusetts",42.2965° N,71.2924° W,301.8718635,Michael ThorbjornsenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brandon R-Thompson,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Brandon R-ThompsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Connor Syme,"Kirkcaldy, Scotland",56.1099° N,3.1602° W,1755.73353,Connor SymeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Jackson Suber,"Tampa, Florida",27.9506° N,82.4572° W,500.4445314,Jackson SuberNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Thomas Rosenmueller,"Hamburg, Germany",53.5488° N,9.9872° E,2029.49057,Thomas RosenmuellerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Kevin Roy,"Syracuse, New York",43.0481° N,76.1474° W,178.3244901,Kevin RoyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Jacob Bridgeman,"Inman, South Carolina",35.0470° N,82.0901° W,256.4512343,Jacob BridgemanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Andy Sullivan,"Nuneaton, England",52.5205° N,1.4654° W,1834.209243,Andy SullivanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Elvis Smylie,"Gold Coast, Australia",28.0167° S,153.4000° E,4579.432783,Elvis SmylieNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Adrian Otaegui,"San Sebastián, Spain",43.3128° N,1.9749° W,1967.363415,Adrian OtaeguiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Marcel Siem,"Mettmann, Germany",,,,Marcel SiemNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Nicolas Colsaerts,"Brussels, Belgium",50.8503° N,4.3517° E,1971.418189,Nicolas ColsaertsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Yannik Paul,"Innsbruck, Austria",47.2692° N,11.4041° E,2172.006853,Yannik PaulNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Marcus Armitage,"Nottingham, England",52.9548° N,1.1581° W,1833.987416,Marcus ArmitageNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Chris Gotterup,"Little Silver, New Jersey",40.3368° N,74.0471° W,246.0210236,Chris GotterupNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Kevin Streelman,"Wheaton, Illinois",41.8661° N,88.1070° W,129.0200729,Kevin StreelmanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Adrien Saddier,"Lyon, France",45.7640° N,4.8357° E,2068.99161,Adrien SaddierNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Jacques Kruyswijk,"Pretoria, South Africa",25.7479° S,28.2293° E,4227.049554,Jacques KruyswijkNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Pablo Larrazabal,"Barcelona, Spain",41.3851° N,2.1734° E,2092.424405,Pablo LarrazabalNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Adrien Dumont de Chassart,"Villiers-le-Bel, Belgium",,,,Adrien Dumont de ChassartNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Alistair Docherty,"Seattle, Washington",47.6062° N,122.3321° W,963.3814057,Alistair DochertyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Nate Lashley,"Scottsbluff, Nebraska",41.8666° N,103.6672° W,525.2151002,Nate LashleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ugo Coussaud,"Nantes, France",47.2184° N,1.5536° W,1912.020035,Ugo CoussaudNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Wesley Bryan,"Columbia, South Carolina",34.0007° N,81.0348° W,296.5354676,Wesley BryanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Bernd Wiesberger,"Vienna, Austria",48.2082° N,16.3738° E,2247.337976,Bernd WiesbergerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ryo Ishikawa,"Saitama, Japan",35.8617° N,139.6455° E,3196.168743,Ryo IshikawaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Robin Williams,"Johannesburg, South Africa",26.2041° S,28.0473° E,4231.577683,Robin WilliamsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Jayden Schaper,"Johannesburg, South Africa",26.2041° S,28.0473° E,4231.577683,Jayden SchaperNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Paul Peterson,"Tucson, Arizona",32.2226° N,110.9747° W,837.27907,Paul PetersonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Grant Forrest,"North Berwick, Scotland",56.0583° N,2.7209° W,1764.289542,Grant ForrestNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Shugo Imahira,"Tokyo, Japan",35.6762° N,139.6503° E,3201.644467,Shugo ImahiraNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Dylan Wu,"Medford, Oregon",42.3265° N,122.8756° W,1004.989528,Dylan WuNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Neal Shipley,"Pittsburgh, Pennsylvania",40.4406° N,79.9959° W,106.1912053,Neal ShipleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Richard Lee,"Toronto, Ontario",43.6532° N,79.3832° W,103.5661663,Richard LeeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Joost Luiten,"Bleiswijk, Netherlands",52.0105° N,4.5396° E,1956.016097,Joost LuitenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Louis Oosthuizen,"Mossel Bay, South Africa",34.1832° S,22.1460° E,4238.083275,Louis OosthuizenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Jeff Winther,"Copenhagen, Denmark",55.6761° N,12.5683° E,2036.371671,Jeff WintherNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
John Pak,"Scotch Plains, New Jersey",40.6554° N,74.3899° W,233.9178679,John PakNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Hank Lebioda,"Winter Park, Florida",28.6000° N,81.3392° W,480.2614817,Hank LebiodaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Francesco Laporta,"Taranto, Italy",40.4643° N,17.2470° E,2429.47671,Francesco LaportaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Vincent Norrman,"Halmstad, Sweden",,,,Vincent NorrmanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
MK Kim,"Seoul, South Korea",37.5665° N,126.9780° E,3297.267117,MK KimNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Takahiro Hataji,"Tokyo, Japan",35.6762° N,139.6503° E,3201.644467,Takahiro HatajiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Hamish Brown,"Auckland, New Zealand",36.8485° S,174.7633° E,4211.444978,Hamish BrownNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Suteepat Prateeptienchai,"Bangkok, Thailand",13.7563° N,100.5018° E,4274.104236,Suteepat PrateeptienchaiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ricky Castillo,"Yorba Linda, California",33.8886° N,117.8131° W,979.6036337,Ricky CastilloNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Joakim Lagergren,"Stockholm, Sweden",59.3293° N,18.0686° E,2056.403992,Joakim LagergrenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Camilo Villegas,"Medellín, Colombia",6.2442° N,75.5812° W,1271.131429,Camilo VillegasNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Lanto Griffin,"Blacksburg, Virginia",37.2286° N,80.4227° W,193.3318285,Lanto GriffinNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Taylor Montgomery,"Las Vegas, Nevada",36.1699° N,115.1398° W,877.0873629,Taylor MontgomeryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Richard Mansell,"Stafford, England",52.8052° N,2.1164° W,1817.764297,Richard MansellNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Cristobal Del Solar,"Santiago, Chile",33.4489° S,70.6693° W,2650.803806,Cristobal Del SolarNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Bud Cauley,"Daytona Beach, Florida",29.2108° N,81.0228° W,460.2999936,Bud CauleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
David Skinns,"Lincoln, England",53.2307° N,0.5403° W,1841.816991,David SkinnsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Kyle Westmoreland,"Winter Haven, Florida",28.0225° N,81.7329° W,499.1394545,Kyle WestmorelandNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Frederik Kjettrup,"Aabenraa, Denmark",55.0409° N,9.4180° E,1993.873486,Frederik KjettrupNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Shubhankar Sharma,"Chandigarh, India",30.7333° N,76.7794° E,3611.60743,Shubhankar SharmaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Trace Crowe,"Auburn, Alabama",32.6099° N,85.4808° W,345.1692758,Trace CroweNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Quade Cummins,"Weatherford, Oklahoma",35.5262° N,98.7070° W,480.491923,Quade CumminsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Karl Vilips,"Perth, Australia",31.9505° S,115.8605° E,5585.191653,Karl VilipsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ivan Cantero Gutierrez,"Madrid, Spain",40.4168° N,3.7038° W,1978.791002,Ivan Cantero GutierrezNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Robby Shelton,"Mobile, Alabama",30.6954° N,88.0399° W,427.3838879,Robby SheltonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Marcus Kinhult,"Gothenburg, Sweden",57.7089° N,11.9746° E,1991.273364,Marcus KinhultNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Austin Smotherman,"Loomis, California",,,,Austin SmothermanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Darius Van Driel,"The Hague, Netherlands",52.0705° N,4.3007° E,1950.559374,Darius Van DrielNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Sean Crocker,"Harare, Zimbabwe",17.8252° S,31.0335° E,4132.240756,Sean CrockerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Lucas Herbert,"Bendigo, Australia",36.7570° S,144.2794° E,4957.892396,Lucas HerbertNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Zander Lombard,"Pretoria, South Africa",25.7479° S,28.2293° E,4227.049554,Zander LombardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ollie Schniederjans,"Powder Springs, Georgia",33.8595° N,84.6838° W,298.9521454,Ollie SchniederjansNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Yuto Katsuragawa,"Tokyo, Japan",35.6762° N,139.6503° E,3201.644467,Yuto KatsuragawaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Trav Smyth,"Brisbane, Australia",27.4705° S,153.0260° E,4578.55419,Trav SmythNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Martin Couvra,"Paris, France",48.8566° N,2.3522° E,1965.174277,Martin CouvraNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Danny Walker,"Richmond, Virginia",37.5407° N,77.4360° W,226.10875,Danny WalkerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Brandon Stone,"Pretoria, South Africa",25.7479° S,28.2293° E,4227.049554,Brandon StoneNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Braden Thornberry,"Olive Branch, Mississippi",34.9618° N,89.8301° W,314.6831863,Braden ThornberryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Kevin Tway,"Edmond, Oklahoma",35.6528° N,97.4781° W,449.7131585,Kevin TwayNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Carl Yuan,"Dalian, China",38.9140° N,121.6147° E,3303.22162,Carl YuanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Calum Hill,"Kirkcaldy, Scotland",56.1099° N,3.1602° W,1755.73353,Calum HillNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Martin Laird,"Glasgow, Scotland",55.8642° N,4.2518° W,1738.831347,Martin LairdNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Matt NeSmith,"North Augusta, South Carolina",33.5018° N,81.9651° W,309.923532,Matt NeSmithNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ryosuke Kinoshita,"Osaka, Japan",34.6937° N,135.5023° E,3287.868874,Ryosuke KinoshitaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Jason Scrivener,"Perth, Australia",31.9505° S,115.8605° E,5585.191653,Jason ScrivenerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Sudarshan Yellamaraju,"Hyderabad, India",17.3850° N,78.4867° E,4070.760739,Sudarshan YellamarajuNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Barend Botha,"Cape Town, South Africa",33.9249° S,18.4241° E,4143.724309,Barend BothaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Taiga Semikawa,"Tokyo, Japan",35.6762° N,139.6503° E,3201.644467,Taiga SemikawaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Justin Suh,"San Jose, California",37.3382° N,121.8863° W,1033.285205,Justin SuhNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Miguel Tabuena,"Manila, Philippines",14.5995° N,120.9842° E,4104.620907,Miguel TabuenaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Wilco Nienaber,"Bloemfontein, South Africa",29.0852° S,26.1596° E,4240.714069,Wilco NienaberNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
Ryan Moore,"Tacoma, Washington",47.2529° N,122.4443° W,966.9208946,Ryan MooreNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,BIRTH LOCATION
